cartodb_id,the_geom,wine,trees,soap,prepared,poultry,plants,nuts,nursery,meat,maple,jams,honey,vegetables,herbs,seafood,eggs,flowers,crafts,cheese,bakedgoods,snap,sfmnp,wiccash,wic,credit,fmid,location,schedule,zip,state,latitude,longitude
150,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003681,,,83211,Idaho,40.5432,-120.173
399,,false,false,false,true,false,true,true,false,false,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true,true,1001773,Other,May - October Thursday 3:00 PM to 7:00 PM,48808,Michigan,42.816181,-84.449093
448,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002930,,,48809,Michigan,43.0066,-85.2941
630,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004021,,,2129,Massachusetts,42.3606,-71.0621
833,,false,false,true,false,true,true,false,true,false,false,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,1001128,Local government building grounds,"May - October Saturday 9:00 AM to 12:30 PM, (The Farmers Market will be moving to new pavilion mid June, watch for Grand Opening information)",2830,Rhode Island,41.9656297,-71.6769185
879,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003250,,,42327,Kentucky,37.5385,-87.2584
975,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003456,,,62901,Illinois,37.5453,-89.242
1026,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000360,,,5735,Vermont,43.6116,-73.1779
1122,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000511,,May June - July August September October November,2138,Massachusetts,42.3723,-71.1227
1173,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001449,,,52134,Iowa,43.3568,-92.3172
1315,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004525,,,,West Virginia,38.4601,-81.0845
1366,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004769,,,,California,33.6781,-116.177
1417,,false,false,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,1004707,Other,May - December Saturday 9:00 AM to 1:00 PM,20010,District of Columbia,38.929936,-77.031991
1420,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003869,,,35051,Alabama,33.1795,-86.62
1556,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002376,,,,Ohio,41.5081,-81.58
1647,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002825,,,,Ohio,40.007,-82.6723
1701,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003579,,,,Connecticut,41.393,-72.4275
1706,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002862,,,,Ohio,39.3039,-84.2825
2055,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001859,,,73020,Oklahoma,35.4888,-97.2739
2112,,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,1003068,Healthcare Institution,January - December Monday 3:00 PM to 5:00 PM,85714,Arizona,32.16326,-110.9691
2442,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004041,,,1027,Massachusetts,42.3359,-72.6732
2443,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004538,,,,Oregon,43.9747,-124.101
2444,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002782,,,35631,Alabama,34.8933,-87.6375
2445,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003095,,,34639,Florida,28.324,-82.3753
2446,,true,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,1003685,Private business parking lot,June - October Tuesday 11:30 AM to 5:30 PM,10921,New York,41.339829,-74.3577
2489,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002241,,,96814,Hawaii,21.3093,-157.862
2533,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002966,,,28734,North Carolina,35.1786,-83.3916
2626,,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false,false,false,21002036,Local government building grounds,January - December,4345,Maine,44.2262,-69.7751
2627,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004892,,,12561,New York,41.7325,-74.1391
2778,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000981,,,49418,Michigan,42.876,-85.7625
2779,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004907,,,,California,39.3762,-121.231
2921,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001987,,,27298,North Carolina,36.0907,-79.8097
3125,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000433,,,47632,Indiana,39.9705,-85.355
3183,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001707,,,49746,Michigan,45.0632,-83.9011
3224,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001750,,,20110,Virginia,38.7528,-77.4765
3320,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004953,,,,Wisconsin,44.9641,-92.7339
3415,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004543,,,,Oregon,42.3143,-122.965
3462,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002291,,,47265,Indiana,39.013,-85.6389
3509,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000584,,,96734,Hawaii,21.3941,-157.742
3812,,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,true,1002459,Healthcare Institution,July - October Saturday 9:00 AM to 3:00 PM,MA,Massachusetts,42.716529,-71.165807
3864,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001279,,January - December,92024,California,37.2417,-119.601
4065,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003042,,,98127,Washington,47.6101,-122.306
4116,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003470,,,61231,Illinois,41.9301,-88.7529
4166,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002383,,,80829,Colorado,38.8596,-104.937
4312,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002631,,,95518,California,40.9432,-124.103
4562,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005063,,,23220,Virginia,37.5588,-77.4687
4651,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004459,,,,Iowa,42.4888,-96.0738
4714,,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,1001793,Local government building grounds,May - November Saturday 9:00 AM to 1:00 PM,1760,Massachusetts,42.282865,-71.346889
4766,,true,false,true,false,false,false,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,1002085,Local government building grounds,June - October Saturday 9:00 AM to 12:00 PM,3070,New Hampshire,42.9761942,-71.6914861
4865,,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,1001115,Local government building grounds,May - October Friday 3:00 PM to 6:00 PM,3906,Maine,43.3054,-70.73523
4918,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002973,,,,North Dakota,48.4421,-101.715
5012,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001293,,,93644,California,37.328,-119.649
5054,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000048,,,32547,Florida,30.4654,-86.6187
5104,,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,true,true,1002135,Healthcare Institution,June - August Wednesday 3:00 PM to 5:30 PM,68111,Nebraska,41.2800086,-95.9550521
5105,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001959,,,68124,Nebraska,41.2343,-96.0806
5150,,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,1000936,Closed-off public street,May - October Wednesday 9:30 AM to 1:30 PM,46204,Indiana,39.76882,-86.1535
5538,,false,false,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,true,false,true,false,1004121,Other,May - October Thursday 12:00 PM to 6:00 PM,53901,Wisconsin,43.5394299,-89.461376
5591,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002933,,,97754,Oregon,44.2917,-120.828
5889,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005176,,,,North Dakota,46.905,-102.793
6191,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001624,,,,Minnesota,44.9497,-93.091
6244,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001240,,,97070,Oregon,45.356,-122.843
6335,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004388,,,,Ohio,39.8074,-82.2989
6697,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005250,,,33602,Florida,27.9492,-82.4586
6971,,false,true,true,false,true,true,false,true,false,false,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,1002742,Private business parking lot,May - September Saturday 8:00 AM to 12:00 PM,23181,Virginia,37.5368847,-76.7992719
7034,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002826,,,85646,Arizona,31.6228,-111.055
7131,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003592,,,26201,West Virginia,38.9926,-80.2261
7266,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000940,,,97070,Oregon,45.311,-122.795
7267,,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,false,1000993,,"June - November Wednesday 4:00 PM to 8:00 PM, Saturday 8:00 AM to 1:00 PM",47591,Indiana,38.680518,-87.532003
7268,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001824,,,8360,New Jersey,39.4861,-75.0234
7473,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003657,,,39744,Mississippi,33.5407,-89.2656
7746,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005355,,,,Wisconsin,42.6849,-89.0213
107,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002738,,,91801,California,34.094,-118.123
162,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002739,,,92805,California,33.834,-117.915
519,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002386,,,6801,Connecticut,41.4149,-73.3838
617,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002395,,,72927,Arkansas,35.1477,-93.8518
721,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000649,,,44240,Ohio,41.1002,-81.3458
778,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000606,,,47220,Indiana,38.8794,-86.053
829,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002359,,,96099,California,40.6783,-122.367
1037,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004085,,,42127,Kentucky,37.1314,-86.0267
1038,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001579,,,,Arizona,33.8308,-111.933
1096,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001992,,,69337,Nebraska,42.8278,-103.001
1135,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001996,,,28266-9184,North Carolina,35.1897,-80.9135
1398,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000003,,,8108,New Jersey,39.9153,-75.069
1760,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004533,,,97431,Oregon,43.9173,-122.815
2140,,false,false,false,true,false,false,false,false,false,true,true,false,true,true,false,true,false,true,false,true,false,false,false,true,false,1001751,Local government building grounds,June - October Saturday 9:00 AM to 11:00 AM,56026,Minnesota,43.872885,-93.301638
2141,,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,1003698,Closed-off public street,"May - October Sunday 10:00 AM to 2:00 PM, (Rain or Shine)",12428,New York,41.716063,-74.394077
2232,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,21006480,Private business parking lot,January - December,19107,Pennsylvania,39.9535,-75.1594
2332,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003919,,,54411,Wisconsin,44.9549,-89.63
2381,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003266,,,27312,North Carolina,35.7641,-79.1941
2486,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004876,,,13339,New York,42.9318,-74.6212
2635,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000581,,,40444,Kentucky,37.6159,-84.5787
2696,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003469,,,60611,Illinois,42.0335,-87.7291
2843,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003519,,,50841,Iowa,40.9998,-94.7476
3107,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003824,,,35080,Alabama,33.2947,-86.8436
3216,,false,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,true,true,false,false,false,false,1003260,Local government building grounds,May - October Saturday 7:00 AM to 12:00 PM,64068,Missouri,39.246363,-94.419926
3364,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001187,,,,Missouri,39.1037,-94.5827
3529,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002250,,,96741,Hawaii,21.9251,-159.527
3684,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000498,,,10029,New York,40.7982,-73.9437
3733,,false,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,21000769,Educational institution,January - December Saturday 8:00 am to 12:00 pm,4062,Maine,43.8314,-70.4356
3788,,false,false,false,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,1001877,Other,January - December Tuesday 4:00 PM to 8:00 PM,89135,Nevada,36.12676,-115.3207
3839,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000779,,,19533,Pennsylvania,40.4553,-75.9729
3945,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003213,,,94550,California,37.6797,-121.769
4161,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003285,,,,Kentucky,38.3753,-83.7209
4209,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002015,,,43302,Ohio,40.5637,-83.1198
4401,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002803,,,,Ohio,41.4792,-81.0766
22,,false,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,1003719,Local government building grounds,June - September Saturday 8:30 AM to 1:30 PM,89703,Nevada,39.16257,-119.7678
4417,,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,1003391,Local government building grounds,"May - October Wednesday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM",48640,Michigan,43.611751,-84.247499
4577,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002528,,,92345,California,33.9363,-117.272
4679,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000057,,,52761,Iowa,41.4409,-91.0312
5003,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003423,,,60453,Illinois,41.7135,-87.7502
5356,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003337,,,37096,Tennessee,35.606,-87.8426
5669,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001109,,,64133,Missouri,39.0103,-94.4617
5722,,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,1004734,Local government building grounds,July - October Thursday 12:00 PM to 6:00 PM,2151,Massachusetts,42.407425,-70.991335
5779,,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,true,1001896,Other,"January - December Thursday 7:00 AM to 1:00 PM, (During Thanksgiving week and any national holidays that fall on Thursdays, the Market will be open the Wednesday before the holiday instead of Thursday.)",33901,Florida,26.64291,-81.87338
5827,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004348,,,,Iowa,43.4319,-96.1695
6203,,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,true,true,1001680,Other,January - December Tuesday 10:00 AM to 1:00 PM,76723,Texas,30.292201,-97.663093
6302,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005212,,,,California,35.2637,-120.652
6407,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005222,,,90605,California,33.9302,-118.051
6458,,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,1001252,Local government building grounds,"May - October Friday 3:00 PM to 7:00 PM, (We will be transitioning to year-round after the outdoor season has finished.)",97477,Oregon,44.046944,-123.019538
6459,,false,false,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,21001759,Closed-off public street,"January - December Wednesday 8:00 am to 12:30 pm, Saturday 8:00 pm to 12:30 pm",62701,Illinois,39.8008,-89.6486
6460,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22001690,,,49633,Michigan,44.5409,-85.2538
6461,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004074,,,1104,Massachusetts,42.1212,-72.5922
6462,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004630,,,,Massachusetts,42.0846,-72.5652
6509,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002286,,,83861,Idaho,47.3152,-116.567
6582,,false,false,true,true,true,false,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,false,true,1001628,Mobile Market,,37037,Tennessee,,
6615,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005243,,,70664,Louisiana,30.2301,-93.3768
6671,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003292,,,47043,Indiana,39.0906,-84.8522
6992,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004516,,,,Texas,29.4256,-98.4938
7021,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003140,,,95604,California,39.3533,-120.19
7121,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003927,,,2892,Rhode Island,41.4827,-71.5368
7497,,false,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false,1004577,Healthcare Institution,May - September Thursday 12:00 PM to 6:00 PM,14895,New York,42.120956,-77.94747
7498,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22005326,,,70591,Louisiana,30.2388,-92.8227
7500,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004635,,,,Massachusetts,42.533,-72.4045
7724,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002174,,,95492,California,38.5392,-122.805
7725,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002401,,,23487,Virginia,36.9821,-76.6313
1,,true,false,true,true,false,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,false,false,false,false,true,1002267,Other,June - August Wednesday 5:00 PM to 8:00 PM,23462,Virginia,36.841885,-76.135361
2,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,21005876,Healthcare Institution,January - February Monday 2:00 AM to 2:00 PM,30135,Georgia,33.7196,-84.7689
3,,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,1001666,Private business parking lot,May - October Wednesday 3:00 PM to 7:00 PM,49007,Michigan,42.29596,-85.57502
4,,false,false,true,true,false,false,true,false,false,false,true,true,true,true,false,false,true,true,false,true,true,true,true,false,false,21002563,Private business parking lot,"July Tuesday 8:00 am to 5:00 pm, Saturday 8:00 am to 8:00 pm August Tuesday 8:00 am to 5:00 pm, Saturday 8:00 am to 4:00 pm September October November",10029,New York,40.7939,-73.9493
5,,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,1003680,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",May - October Monday 4:00 PM to 7:00 PM,19801,Delaware,39.741993,-75.534267
6,,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,1004012,Local government building grounds,May - November Saturday 9:00 AM to 1:00 PM,20010,District of Columbia,38.917076,-77.032069
7,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22003671,,,17325,Pennsylvania,39.8313,-77.2316
8,,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true,1003702,Other,July - November Thursday 8:00 AM to 5:00 PM,10033,New York,40.8462226,-73.9384685
9,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,21003891,"Faith-based institution (e.g., church, mosque, synagogue, temple)",January - December Wednesday 3:00 pm to 7:00 pm,55413,Minnesota,45.0044,-93.2591
10,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22002381,,,23219,Virginia,37.5583,-77.4886
11,,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,1001010,,"July - October Saturday 8:30 AM to 2:00 PM, (or until sell-out.)",7732,New Jersey,40.404837,-73.994358
12,,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,1000812,Local government building grounds,"June - October Thursday 9:00 AM to 5:00 PM, Saturday 8:00 AM to 12:00 PM, (Opening day is June 7th and will be open each Thursday & Saturday until October 27th)",54495,Wisconsin,44.391951,-89.829304
13,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,true,false,1003540,Other,June - October Tuesday 2:00 PM to 6:00 PM,19146,Pennsylvania,39.93216,-75.18142
4564,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22004519,,,,Texas,35.8503,-101.966
14,,false,false,false,true,false,true,true,true,true,false,false,true,true,false,true,false,true,false,false,true,true,true,false,true,false,1004861,Private business parking lot,May - October Tuesday 4:00 PM to 7:30 PM,94403,California,37.5433429,-122.3098753
15,,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,false,true,false,true,false,true,true,1000949,Closed-off public street,January - December Sunday 10:00 AM to 2:00 PM,92277,California,34.151639,-116.055133
16,,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,true,false,1003523,Other,June - October Tuesday 2:00 PM to 6:00 PM,19146,Pennsylvania,39.9373,-75.19204
17,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22000719,,,97141,Oregon,45.4569,-123.844
18,,false,true,true,true,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,1004636,Other,"May - July Saturday 8:00 AM to 2:00 PM, (2nd Sat) August Saturday 2:00 PM to 8:00 PM, (2nd Sat) September - October Saturday 8:00 AM to 2:00 PM, (2nd Sat)",60450,Illinois,41.3564428,-88.4249015
19,,false,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,1000611,Closed-off public street,January - December Saturday 7:00 AM to 12:00 PM,21218,Maryland,39.3272,-76.611
